18800162000170,18,1,2016-12-21 12:59:37.913000,erro na digitação
18800162000170,20,1,2016-12-21 12:59:56.530000,erro na digitação
03802018001410,27,1,2016-11-17 17:17:43.204000,Nota duplicada emitida NF 2339 (Bloco manual)
03802018001410,56,1,2016-12-01 11:27:18.052000,Faltou informações necessárias para emissão.
16686645000160,4,1,2016-12-09 10:20:04.088000,ERRO DE DIGITAÇÃO
16686645000160,2,1,2016-12-09 09:07:14.434000,CACELAMENTO POR MOTIVO DE ERRO NO PREENCHIMENTO.
16686645000160,3,1,2016-12-09 10:01:14.182000,DIGITAÇÃO ERRADA NOS CAMPO.
18800162000170,19,1,2016-12-21 16:40:33.500000,erro na digitação
18800162000170,21,1,2016-12-21 13:00:09.576000,erro na digitação
03802018001410,61,1,2016-12-05 15:03:53.450000,TOMADOR NÃO INFORMADO
07324689000159,7,1,2017-02-08 14:20:50.620000,erro valor da noa fiscal
23830639000108,1,1,2017-02-23 10:24:21.968000,CNPJ ERRADO
68766815000110,1,1,2017-01-27 09:33:19.238000,VALOR ERRONEO
68766815000110,2,1,2017-01-31 11:30:10.036000,ALTERAR O VALOR
68766815000110,3,1,2017-01-31 11:30:31.983000,ALTERAR O VALOR
14542157000153,1,1,2017-01-31 18:12:57.093000,erro de digitacao
05166615000106,1,1,2017-02-24 17:29:13.299000,Erro Apuração imposto
26859928000110,1,1,2017-02-03 13:20:06.108000,NOTA FISCAL ERRADA - CADASTRO
24368546000168,2,1,2017-02-02 17:37:14.280000,ENDEREÇO ERRADO
03802018001410,191,1,2017-01-19 14:17:39.866000,Valor da nota fiscal digitado incorretamente.
26859928000110,2,1,2017-02-03 14:36:49.693000,erro na emissão
68766815000110,6,1,2017-03-23 09:16:11.804000,"Protocolo: 37/2017 - 22/03/2017 - HOUVE DESCRIÇÃO ERRONEA, E A EMPRESA TOMADORA RECUSOU CARTA DE CORREÇÃO."
13384358000107,1,1,2017-02-15 14:51:40.476000,NOTA EMITIDA COM ATIVIDADE INCORRETA
14542157000153,3,1,2017-02-02 10:20:03.298000,ERRO DE DIGITAÇÃO 
68766815000110,4,1,2017-01-31 11:30:54.357000,ALTERAR O VALOR
21668444000170,1,1,2017-01-24 12:00:15.710000,ESQUECIDO DE COLOCAR O CEI DA OBRA
03802018001410,283,1,2017-02-15 14:52:42.245000,Empresa cadastrada errada
12085165000192,4,1,2017-01-04 16:30:21.435000,ALIQUOTA ERRADA
26875329000190,3,1,2017-03-21 08:30:04.676000,valor da nota errado
24855179000127,1,1,2017-03-06 11:18:25.217000,Erro de emissão 
26875329000190,1,1,2017-02-22 10:45:42.481000,aaa
15112004000139,2,1,2017-03-14 16:39:44.881000,erro
26211494000147,1,1,2017-03-09 15:21:50.357000,FALTOU INDICAR O NUMERO DA CEI DA OBRA
27220327000125,1,1,2017-03-09 10:14:52.140000,digitação incorreta
05166615000106,9,1,2017-03-20 16:47:56.725000,erro imposto
01637895010600,22,1,2017-03-24 15:06:56.222000,Cancelamento
16828309000104,2,1,2017-02-17 09:16:46.250000,erro no valor 
13384358000107,3,1,2017-02-24 10:32:43.506000,ERRO NO LOCAL DE TRABALHO
14542157000153,5,1,2017-03-09 16:36:04.526000,erro de digitacao
13384358000107,2,1,2017-02-16 09:00:43.243000,SUBSTITUIDA PARA NOTA 003
23197025000122,7,1,2017-03-03 16:28:06.418000,Valor incorreto
03802018001410,321,1,2017-02-15 16:25:13.788000,Nota emitida erroneamente 
05166615000106,8,1,2017-03-20 16:47:47.139000,erro imposto
68766815000110,9,1,2017-03-21 10:37:32.026000,Erro na descrição do serviço 
23830639000108,9,1,2017-02-22 13:21:43.221000,TOMADOR ERRADO
07813999000137,1,1,2017-04-03 09:46:09.188000,FALTA DE RETENCAO DE ISS
05166615000106,6,1,2017-03-20 16:47:37.770000,erro imposto
18800162000170,42,1,2017-03-14 17:09:56.775000,"Devido a falha de nossa internet, a nota foi emitida duas vezes, sendo a mesma que a sequencial 43 "
16828309000104,1,1,2017-02-17 09:16:25.964000,Erro na nota 
68766815000110,8,1,2017-03-09 15:26:17.195000,Sem a retenção de iss
03776284000443,6,1,2017-05-18 12:14:47.095000,Contrato emitido errado 
03802018001410,455,1,2017-04-17 14:01:29.387000,EMISSÃO CNPJ ERRADA
26362003000169,3,1,2017-05-11 11:06:43.244000,erro nas descrição e tambêm endereco errado 
14542157000153,11,1,2017-05-26 11:56:07.828000,erro de digitacao
03802018001410,459,1,2017-04-17 14:01:12.304000,EMISSÃO CNPJ ERRADA
17848422000114,28,1,2017-05-10 09:33:23.502000,erro de emissão
27220327000125,3,1,2017-04-13 10:15:51.776000,VALOR INDEVIDO
01637895010600,57,1,2017-04-06 16:39:37.473000,Cancelamento
00878824000169,4,1,2017-05-12 11:10:55.741000,Erro na discriminação dos serviços
03802018001410,458,1,2017-04-17 14:01:00.498000,EMISSÃO CNPJ ERRADA
03802018001410,461,1,2017-04-11 14:31:51.701000,VALOR INCORRETO
12141341000166,11,1,2017-04-17 09:27:51.192000,Erro de Emissão
03802018001410,457,1,2017-04-17 14:00:46.924000,EMISSÃO CNPJ ERRADA
01637895010600,236,1,2017-05-18 23:22:47.392000,Cancelamento
24368546000168,15,1,2017-05-04 21:34:48.834000,Erro do numero da folha de serviço
13384358000107,7,1,2017-04-20 18:05:39.158000,ERRO NA RETENÇAO DE INSS
25476505000158,1,1,2017-05-05 14:19:56.166000,ERRO DIGITAÇÃO DADOS COMPLEMENTARES DA NOTA CONFORME INSTRUÇÃO DO DETRAN/PR
80555592000147,11,1,2017-05-29 13:39:29.881000,Erro ao emitir a nota.
07813999000137,7,1,2017-04-10 12:45:21.922000,FALTA DE RETENCAO DE ISS
03802018001410,456,1,2017-04-17 14:01:40.359000,EMISSÃO CNPJ ERRADA
01637895010600,185,1,2017-05-23 16:09:51.477000,Cancelamento
21668444000170,11,1,2017-05-31 14:52:14.862000,VALOR ERRADO
27219890000183,2,1,2017-04-13 10:14:43.064000,VALOR INDEVIDO
19056534000168,38,1,2017-04-24 18:22:25.355000,VALOR ERRADO 
11072688000131,5,1,2017-04-26 11:21:59.769000,valor errado 
11072688000131,6,1,2017-04-26 11:31:30.895000,valor errado
17539467000107,1,1,2017-04-28 13:21:27.661000,PREENCHIMENTO INCORRETO
26211494000147,3,1,2017-04-13 10:13:02.085000,VALOR INDEVIDO
07813999000137,14,1,2017-04-26 09:10:55.067000,VALOR INCORRETO DA NOTA
14542157000153,9,1,2017-04-26 17:46:29.747000,erro de digitacao
24368546000168,28,1,2017-06-29 10:32:02.225000,Mudança de data
12768737000138,4,1,2017-05-26 15:53:41.478000,valor de serviço errado
80555592000147,13,1,2017-07-04 09:48:39.999000,Erro no valor total da nota.
15302339000110,1,1,2017-06-27 11:01:52.192000,Dados incorretos
17069357000129,10,1,2017-06-16 14:40:25.455000,ERRO DE CNPJ DO TOMADOR DE SERVIÇO
22625436000109,1,1,2017-05-30 14:54:55.425000,valor da nota fiscal incorreta
26892379000185,1,1,2017-05-30 10:27:59.218000,Sem valores a receber 
20590970000100,1,1,2017-05-31 16:08:15.779000,Cancelamento de reserva solicitado pelo cliente.
07972636000144,8,1,2017-05-22 08:49:10.540000,Endereço errado
18221426000130,9,1,2017-06-14 13:33:47.271000,processo parra pagamento da mesma não esta pronto por isso o cancelamento
03802018001410,685,1,2017-06-28 15:03:16.259000,NF emitida errada
12833892000190,1,1,2017-05-19 12:11:01.848000,EMISSÃO DE DUAS NOTAS IGUAIS PARA O MESMO FORNECEDOR
12833892000190,2,1,2017-05-19 12:19:39.769000,NOME DO CLIENTE ERRADO
12941885000102,312,1,2017-06-08 11:37:40.553000,foi feita duas vezes 
03802018001410,663,1,2017-06-28 15:00:48.571000,NF emitida errada
15302339000110,2,1,2017-06-27 11:05:20.060000,d
24527248000173,1,1,2017-06-12 20:40:47.753000,ISS INCORRETO
14542157000153,14,1,2017-06-22 16:57:53.809000,ERRO DE DIGITAÇÃO 
05365555000150,16,1,2017-05-31 07:43:23.835000,DUPLICIDADE
17069357000129,9,1,2017-06-16 14:38:32.708000,ERRO DE DESCRIÇÃO DE SERVIÇO CFE PEDIDO
03802018001410,631,1,2017-06-14 18:16:06.477000,EMITIDA ERRADA
18800162000170,64,1,2017-06-02 09:54:43.119000,DESCRIÇÃO DO ITEM ERRADA
03802018001410,646,1,2017-06-19 08:18:32.426000,ERRADA
14542157000153,15,1,2017-06-22 17:00:34.413000,ERRO DE DIGITACAO
25054607000185,23,1,2017-06-29 17:08:03.374000,CNAE Errado
09557516000106,1,1,2017-07-03 13:51:51.444000,ERRO NA DISCRIMINAÇÃO DO SERVIÇO
21447209000178,1,1,2017-07-03 11:42:35.483000,erro de preenchimento
24368546000168,20,1,2017-05-30 09:27:03.299000,Data inválida
26362003000169,5,1,2017-06-01 10:58:57.139000,VALOR ERRADO 
16624554000108,1,1,2017-05-23 15:55:29.593000,TESTE 1ª NOTA
17069357000129,11,1,2017-06-16 14:41:17.647000,ERRO DE CNPJ DO TOMADOR DE SERVIÇO
